Date,Block,Demand
02-09-2022,17,208
02-09-2022,18,207
02-09-2022,19,216
02-09-2022,20,219.6861013
02-09-2022,21,225
02-09-2022,22,242
02-09-2022,23,253
02-09-2022,24,257
02-09-2022,25,260
02-09-2022,26,277
02-09-2022,27,288
02-09-2022,28,286
02-09-2022,29,288
02-09-2022,30,287
02-09-2022,31,288
02-09-2022,32,280
02-09-2022,33,268
02-09-2022,34,263
02-09-2022,35,258
02-09-2022,36,258.249589
02-09-2022,37,251
02-09-2022,38,244
02-09-2022,39,248
02-09-2022,40,242
02-09-2022,41,234
02-09-2022,42,228
02-09-2022,43,226
02-09-2022,44,220
02-09-2022,45,229.2234769
02-09-2022,46,221
02-09-2022,47,222
02-09-2022,48,219
02-09-2022,49,237
02-09-2022,50,240
02-09-2022,51,230
02-09-2022,52,222
02-09-2022,53,220
02-09-2022,54,218
02-09-2022,55,219
02-09-2022,56,210.5201263
02-09-2022,57,218
02-09-2022,58,215.3259556
02-09-2022,59,224
02-09-2022,60,253
02-09-2022,61,244
02-09-2022,62,249
02-09-2022,63,254
02-09-2022,64,250
02-09-2022,65,259
02-09-2022,66,260
02-09-2022,67,266
02-09-2022,68,271
02-09-2022,69,274
02-09-2022,70,283
02-09-2022,71,296
02-09-2022,72,302
02-09-2022,73,318
02-09-2022,74,305
02-09-2022,75,308
02-09-2022,76,309
02-09-2022,77,314.503149
02-09-2022,78,317.9793859
02-09-2022,79,313.8393798
02-09-2022,80,308.1822934
02-09-2022,81,308.1423212
02-09-2022,82,305.4990909
02-09-2022,83,304.1990907
02-09-2022,84,297.9664092
02-09-2022,85,293.5630636
02-09-2022,86,286.5671263
02-09-2022,87,309
02-09-2022,88,268.9479327
02-09-2022,89,243.75
02-09-2022,90,255.9701533
02-09-2022,91,244.4560814
02-09-2022,92,241.9859467
02-09-2022,93,240.1928542
02-09-2022,94,236.2384088
02-09-2022,95,226.3526115
02-09-2022,96,226.8426952
02-09-2022,1,1750
02-09-2022,2,1720
02-09-2022,3,1690
02-09-2022,4,1662
02-09-2022,5,1618
02-09-2022,6,1596
02-09-2022,7,1587
02-09-2022,8,1558
02-09-2022,9,1561
02-09-2022,10,1539
02-09-2022,11,1532
02-09-2022,12,1534
02-09-2022,13,1528
02-09-2022,14,1512
02-09-2022,15,1497
02-09-2022,16,1496
02-09-2022,17,1498
02-09-2022,18,1525
02-09-2022,19,1527
02-09-2022,20,1575.25
02-09-2022,21,1733
02-09-2022,22,1879
02-09-2022,23,2011
02-09-2022,24,2144
02-09-2022,25,2357
02-09-2022,26,2473.75
02-09-2022,27,2595
02-09-2022,28,2645
02-09-2022,29,2437
02-09-2022,30,2835
02-09-2022,31,2355
02-09-2022,32,2300
02-09-2022,33,2264
02-09-2022,34,2295
02-09-2022,35,2344
02-09-2022,36,2350
02-09-2022,37,2408
02-09-2022,38,2393
02-09-2022,39,2433
02-09-2022,40,2380
02-09-2022,41,2425
02-09-2022,42,2283
02-09-2022,43,2494
02-09-2022,44,2507
02-09-2022,45,2395.8125
02-09-2022,46,2425
02-09-2022,47,2373
02-09-2022,48,2398
02-09-2022,49,2496
02-09-2022,50,2417
02-09-2022,51,2448
02-09-2022,52,2505
02-09-2022,53,2457
02-09-2022,54,2450
02-09-2022,55,2474
02-09-2022,56,2461
02-09-2022,57,2362.375
02-09-2022,58,2412.5
02-09-2022,59,2451
02-09-2022,60,2299
02-09-2022,61,2333
02-09-2022,62,2244
02-09-2022,63,2250
02-09-2022,64,2221
02-09-2022,65,2182
02-09-2022,66,2085
02-09-2022,67,2123
02-09-2022,68,2126
02-09-2022,69,2122
02-09-2022,70,2204
02-09-2022,71,2226
02-09-2022,72,2181
02-09-2022,73,2217
02-09-2022,74,2230
02-09-2022,75,2220
02-09-2022,76,2271
02-09-2022,77,2305
02-09-2022,78,2340
02-09-2022,79,2219
02-09-2022,80,2241
02-09-2022,81,2208
02-09-2022,82,2391.5
02-09-2022,83,2821
02-09-2022,84,2375.5
02-09-2022,85,2382.5
02-09-2022,86,2360
02-09-2022,87,2315
02-09-2022,88,2246.25
02-09-2022,89,2141
02-09-2022,90,2031
02-09-2022,91,1935
02-09-2022,92,1811
02-09-2022,93,1718
02-09-2022,94,1663
02-09-2022,95,1619
02-09-2022,96,1775.25
02-09-2022,1,5992
02-09-2022,2,6159
02-09-2022,3,6111
02-09-2022,4,6153
02-09-2022,5,6207
02-09-2022,6,6033
02-09-2022,7,5979
02-09-2022,8,6036
02-09-2022,9,6129
02-09-2022,10,6105
02-09-2022,11,5923
02-09-2022,12,5931
02-09-2022,13,5911
02-09-2022,14,5956
02-09-2022,15,5212.75
02-09-2022,16,5298.5
02-09-2022,17,5955
02-09-2022,18,5848
02-09-2022,19,6004
02-09-2022,20,5265.5
02-09-2022,21,5941
02-09-2022,22,5811
02-09-2022,23,5710
02-09-2022,24,5623
02-09-2022,25,5464
02-09-2022,26,5627
02-09-2022,27,5700
02-09-2022,28,5012.1875
02-09-2022,29,5574
02-09-2022,30,5665
02-09-2022,31,5543
02-09-2022,32,5753
02-09-2022,33,5732
02-09-2022,34,5739
02-09-2022,35,5762
02-09-2022,36,5829
02-09-2022,37,5863
02-09-2022,38,5797
02-09-2022,39,5755
02-09-2022,40,5798
02-09-2022,41,5236.75
02-09-2022,42,5858
02-09-2022,43,5888
02-09-2022,44,5623
02-09-2022,45,5252.5
02-09-2022,46,5914
02-09-2022,47,5884
02-09-2022,48,5893
02-09-2022,49,5856
02-09-2022,50,5865
02-09-2022,51,5850
02-09-2022,52,5860
02-09-2022,53,5911
02-09-2022,54,5928
02-09-2022,55,5879
02-09-2022,56,5834
02-09-2022,57,5800
02-09-2022,58,5454
02-09-2022,59,6042
02-09-2022,60,5943
02-09-2022,61,6058
02-09-2022,62,6076
02-09-2022,63,6153
02-09-2022,64,6101
02-09-2022,65,5996
02-09-2022,66,5932
02-09-2022,67,5915
02-09-2022,68,5889
02-09-2022,69,6004
02-09-2022,70,5886
02-09-2022,71,5721
02-09-2022,72,5690
02-09-2022,73,5660
02-09-2022,74,5828
02-09-2022,75,6007
02-09-2022,76,6182
02-09-2022,77,6246
02-09-2022,78,6297
02-09-2022,79,6338
02-09-2022,80,6307
02-09-2022,81,6351
02-09-2022,82,6228
02-09-2022,83,6241
02-09-2022,84,6127
02-09-2022,85,5769.75
02-09-2022,86,5793.5
02-09-2022,87,6276
02-09-2022,88,5767.8125
02-09-2022,89,6171
02-09-2022,90,6147
02-09-2022,91,6313
02-09-2022,92,6393
02-09-2022,93,6374
02-09-2022,94,6161
02-09-2022,95,6219
02-09-2022,96,5686.75
02-09-2022,1,96
02-09-2022,2,94
02-09-2022,3,91
02-09-2022,4,89
02-09-2022,5,90
02-09-2022,6,89
02-09-2022,7,88
02-09-2022,8,87
02-09-2022,9,86
02-09-2022,10,85
02-09-2022,11,87.15625
02-09-2022,12,84
02-09-2022,13,84.5
02-09-2022,14,85.203125
02-09-2022,15,82.09113342
02-09-2022,16,84.51930237
02-09-2022,17,115
02-09-2022,18,86.5
02-09-2022,19,87.484375
02-09-2022,20,95
02-09-2022,21,115
02-09-2022,22,117.75
02-09-2022,23,120
02-09-2022,24,118.5
02-09-2022,25,133.25
02-09-2022,26,130.5
02-09-2022,27,134.75
02-09-2022,28,131.8125
02-09-2022,29,121.25
02-09-2022,30,117.6875
02-09-2022,31,116.5625
02-09-2022,32,124
02-09-2022,33,110.671875
02-09-2022,34,117.1875
02-09-2022,35,116.75
02-09-2022,36,113.9924316
02-09-2022,37,114
02-09-2022,38,113.796875
02-09-2022,39,112.5
02-09-2022,40,107.25
02-09-2022,41,107.75
02-09-2022,42,100
02-09-2022,43,103.625
02-09-2022,44,110.75
02-09-2022,45,109.375
02-09-2022,46,103
02-09-2022,47,108
02-09-2022,48,111
02-09-2022,49,112
02-09-2022,50,111
02-09-2022,51,114
02-09-2022,52,116
02-09-2022,53,93
02-09-2022,54,95
02-09-2022,55,103
02-09-2022,56,109
02-09-2022,57,119
02-09-2022,58,125.5976563
02-09-2022,59,132
02-09-2022,60,122
02-09-2022,61,76
02-09-2022,62,77
02-09-2022,63,119
02-09-2022,64,131
02-09-2022,65,143.25
02-09-2022,66,133
02-09-2022,67,109
02-09-2022,68,142.25
02-09-2022,69,123
02-09-2022,70,140
02-09-2022,71,138
02-09-2022,72,137
02-09-2022,73,147
02-09-2022,74,149
02-09-2022,75,147
02-09-2022,76,153
02-09-2022,77,148
02-09-2022,78,150
02-09-2022,79,141
02-09-2022,80,145
02-09-2022,81,139
02-09-2022,82,137
02-09-2022,83,135.3125
02-09-2022,84,134
02-09-2022,85,133.5
02-09-2022,86,119
02-09-2022,87,115
02-09-2022,88,119.8125
02-09-2022,89,113
02-09-2022,90,110
02-09-2022,91,103
02-09-2022,92,104
02-09-2022,93,101
02-09-2022,94,97
02-09-2022,95,95
02-09-2022,96,94.3125
02-09-2022,1,115
02-09-2022,2,89.92578125
02-09-2022,3,85.25530371
02-09-2022,4,97
02-09-2022,5,115
02-09-2022,6,90.4375
02-09-2022,7,87.859375
02-09-2022,8,87.03125
02-09-2022,9,86.18847656
02-09-2022,10,86.296875
02-09-2022,11,92.87207031
02-09-2022,12,87.97949219
02-09-2022,13,86.33683681
02-09-2022,14,88.96339417
02-09-2022,15,87.52148438
02-09-2022,16,85.4296875
02-09-2022,17,83.22690201
02-09-2022,18,86.66015625
02-09-2022,19,83.37924947
02-09-2022,20,83.640625
02-09-2022,21,88.7265625
02-09-2022,22,86.921875
02-09-2022,23,95.69708252
02-09-2022,24,100
02-09-2022,25,115
02-09-2022,26,97.078125
02-09-2022,27,98.15625
02-09-2022,28,108.2070313
02-09-2022,29,101.8664703
02-09-2022,30,98.52344814
02-09-2022,31,101.8731079
02-09-2022,32,109
02-09-2022,33,108
02-09-2022,34,101
02-09-2022,35,102
02-09-2022,36,95
02-09-2022,37,101
02-09-2022,38,97
02-09-2022,39,99.36987305
02-09-2022,40,89
02-09-2022,41,92
02-09-2022,42,95
02-09-2022,43,97
02-09-2022,44,95
02-09-2022,45,97.93926103
02-09-2022,46,100
02-09-2022,47,102
02-09-2022,48,101
02-09-2022,49,102
02-09-2022,50,92
02-09-2022,51,95
02-09-2022,52,82
02-09-2022,53,83
02-09-2022,54,96
02-09-2022,55,95.9874984
02-09-2022,56,100
02-09-2022,57,97
02-09-2022,58,93.85553973
02-09-2022,59,90
02-09-2022,60,100
02-09-2022,61,99
02-09-2022,62,102
02-09-2022,63,102.4453125
02-09-2022,64,101.65625
02-09-2022,65,96
02-09-2022,66,98
02-09-2022,67,103
02-09-2022,68,105
02-09-2022,69,106
02-09-2022,70,109
02-09-2022,71,111
02-09-2022,72,122
02-09-2022,73,129
02-09-2022,74,122
02-09-2022,75,121
02-09-2022,76,128
02-09-2022,77,124
02-09-2022,78,123
02-09-2022,79,126.5
02-09-2022,80,117
02-09-2022,81,119.9257813
02-09-2022,82,120
02-09-2022,83,122
02-09-2022,84,119
02-09-2022,85,116.5535126
02-09-2022,86,121.9074238
02-09-2022,87,115
02-09-2022,88,110.5498047
02-09-2022,89,107
02-09-2022,90,95
02-09-2022,91,98
02-09-2022,92,96
02-09-2022,93,89
02-09-2022,94,97
02-09-2022,95,89
02-09-2022,96,98.84661865
02-09-2022,1,42
02-09-2022,2,38.25
02-09-2022,3,42.4375
02-09-2022,4,41
02-09-2022,5,40
02-09-2022,6,41.15078943
02-09-2022,7,37
02-09-2022,8,39
02-09-2022,9,40
02-09-2022,10,38
02-09-2022,11,37
02-09-2022,12,38
02-09-2022,13,39.85607704
02-09-2022,14,39.13646623
02-09-2022,15,37
02-09-2022,16,38.16427517
02-09-2022,17,38
02-09-2022,18,38
02-09-2022,19,39
02-09-2022,20,39.0625
02-09-2022,21,44
02-09-2022,22,51
02-09-2022,23,58
02-09-2022,24,63
02-09-2022,25,70
02-09-2022,26,75
02-09-2022,27,78
02-09-2022,28,82
02-09-2022,29,86
02-09-2022,30,88
02-09-2022,31,87
02-09-2022,32,89
02-09-2022,33,85
02-09-2022,34,84
02-09-2022,35,83.875
02-09-2022,36,81.5
02-09-2022,37,81
02-09-2022,38,83
02-09-2022,39,84
02-09-2022,40,82
02-09-2022,41,83
02-09-2022,42,78
02-09-2022,43,75
02-09-2022,44,78
02-09-2022,45,76.2890625
02-09-2022,46,78
02-09-2022,47,72.33602477
02-09-2022,48,79
02-09-2022,49,77
02-09-2022,50,75
02-09-2022,51,69.34375
02-09-2022,52,73
02-09-2022,53,67.203125
02-09-2022,54,66.296875
02-09-2022,55,72
02-09-2022,56,73
02-09-2022,57,72
02-09-2022,58,66.375
02-09-2022,59,74
02-09-2022,60,73
02-09-2022,61,70
02-09-2022,62,69
02-09-2022,63,77
02-09-2022,64,76
02-09-2022,65,78
02-09-2022,66,77
02-09-2022,67,78
02-09-2022,68,79
02-09-2022,69,80.75
02-09-2022,70,85
02-09-2022,71,87
02-09-2022,72,90
02-09-2022,73,95
02-09-2022,74,96
02-09-2022,75,96.5546875
02-09-2022,76,93
02-09-2022,77,91
02-09-2022,78,88
02-09-2022,79,84
02-09-2022,80,81
02-09-2022,81,75
02-09-2022,82,72
02-09-2022,83,70
02-09-2022,84,66
02-09-2022,85,69.25
02-09-2022,86,64
02-09-2022,87,62
02-09-2022,88,59.625
02-09-2022,89,56
02-09-2022,90,53
02-09-2022,91,48
02-09-2022,92,46
02-09-2022,93,45
02-09-2022,94,42
02-09-2022,95,41
02-09-2022,96,45.43823242
02-09-2022,1,1746
02-09-2022,2,1747
02-09-2022,3,1714
02-09-2022,4,1713
02-09-2022,5,1668
02-09-2022,6,1655
02-09-2022,7,1649
02-09-2022,8,1642
02-09-2022,9,1624
02-09-2022,10,1606
02-09-2022,11,1599
02-09-2022,12,1582
02-09-2022,13,1585
02-09-2022,14,1547
02-09-2022,15,1594.25
02-09-2022,16,1500
02-09-2022,17,1547
02-09-2022,18,1494
02-09-2022,19,1462
02-09-2022,20,1473.5
02-09-2022,21,1385
02-09-2022,22,1371
02-09-2022,23,1294
02-09-2022,24,1290
02-09-2022,25,1282
02-09-2022,26,1324
02-09-2022,27,1308
02-09-2022,28,1325
02-09-2022,29,1344
02-09-2022,30,1355
02-09-2022,31,1373
02-09-2022,32,1364
02-09-2022,33,1360
02-09-2022,34,1383
02-09-2022,35,1369
02-09-2022,36,1416
02-09-2022,37,1414
02-09-2022,38,1423
02-09-2022,39,1470
02-09-2022,40,1457
02-09-2022,41,1479
02-09-2022,42,1514
02-09-2022,43,1505
02-09-2022,44,1516
02-09-2022,45,1476.625
02-09-2022,46,1507
02-09-2022,47,1539
02-09-2022,48,1550
02-09-2022,49,1552
02-09-2022,50,1515
02-09-2022,51,1555
02-09-2022,52,1573
02-09-2022,53,1554
02-09-2022,54,1514
02-09-2022,55,1467
02-09-2022,56,1476
02-09-2022,57,1495
02-09-2022,58,1533.375
02-09-2022,59,1482
02-09-2022,60,1481
02-09-2022,61,1500
02-09-2022,62,1497
02-09-2022,63,1512
02-09-2022,64,1498
02-09-2022,65,1529
02-09-2022,66,1484
02-09-2022,67,1485
02-09-2022,68,1496
02-09-2022,69,1524
02-09-2022,70,1563
02-09-2022,71,1642
02-09-2022,72,1751
02-09-2022,73,1911.5
02-09-2022,74,1997
02-09-2022,75,2003
02-09-2022,76,1979
02-09-2022,77,2031
02-09-2022,78,2043
02-09-2022,79,2053
02-09-2022,80,2072
02-09-2022,81,2101
02-09-2022,82,2057
02-09-2022,83,2052
02-09-2022,84,2046
02-09-2022,85,2042
02-09-2022,86,2018
02-09-2022,87,2014
02-09-2022,88,2021.5625
02-09-2022,89,1920
02-09-2022,90,1955
02-09-2022,91,1916
02-09-2022,92,1903
02-09-2022,93,1863
02-09-2022,94,1840
02-09-2022,95,1865.75
02-09-2022,96,1848.75
03-09-2022,1,22594
03-09-2022,2,23619
03-09-2022,3,24003
03-09-2022,4,23936
03-09-2022,5,23887
03-09-2022,6,23698
03-09-2022,7,23644
03-09-2022,8,23534
03-09-2022,9,23350
03-09-2022,10,23162
03-09-2022,11,23056
03-09-2022,12,22942
03-09-2022,13,22712
03-09-2022,14,22629
03-09-2022,15,22481
03-09-2022,16,22461
03-09-2022,17,22290
03-09-2022,18,22305
03-09-2022,19,21511
03-09-2022,20,20506
03-09-2022,21,18642
03-09-2022,22,18312
03-09-2022,23,17953
03-09-2022,24,17652
03-09-2022,25,17158
03-09-2022,26,17079
03-09-2022,27,16942
03-09-2022,28,17075
03-09-2022,29,17279
03-09-2022,30,17879
03-09-2022,31,18642
03-09-2022,32,19387
03-09-2022,33,19817
03-09-2022,34,19715
03-09-2022,35,18908.5
03-09-2022,36,19812
03-09-2022,37,19982
03-09-2022,38,20392
03-09-2022,39,20383
03-09-2022,40,20257
03-09-2022,41,20514
03-09-2022,42,20719
03-09-2022,43,20743
03-09-2022,44,20299
03-09-2022,45,20638
03-09-2022,46,20845
03-09-2022,47,20565
03-09-2022,48,21083
03-09-2022,49,21073
03-09-2022,50,20652
03-09-2022,51,20932
03-09-2022,52,21412
03-09-2022,53,21313
03-09-2022,54,21268
03-09-2022,55,21232
03-09-2022,56,21073
03-09-2022,57,20865
03-09-2022,58,20673
03-09-2022,59,20337
03-09-2022,60,20119.92969
03-09-2022,61,20068
03-09-2022,62,20488
03-09-2022,63,19989
03-09-2022,64,19016.25
03-09-2022,65,19167
03-09-2022,66,18609.8125
03-09-2022,67,18958
03-09-2022,68,18295.5
03-09-2022,69,18898
03-09-2022,70,18964
03-09-2022,71,18729
03-09-2022,72,19129
03-09-2022,73,19240
03-09-2022,74,19843
03-09-2022,75,19908
03-09-2022,76,20262
03-09-2022,77,21792
03-09-2022,78,22013
03-09-2022,79,21945
03-09-2022,80,22117
03-09-2022,81,22822
03-09-2022,82,23166
03-09-2022,83,22724
03-09-2022,84,22951
03-09-2022,85,24216
03-09-2022,86,23306.6875
03-09-2022,87,24377
03-09-2022,88,24660
03-09-2022,89,24680
03-09-2022,90,24577
03-09-2022,91,24371
03-09-2022,92,24654
03-09-2022,93,24793
03-09-2022,94,24840
03-09-2022,95,24712
03-09-2022,96,24627
03-09-2022,1,8193
03-09-2022,2,8141
03-09-2022,3,8117
03-09-2022,4,8038
03-09-2022,5,7965
03-09-2022,6,7908
03-09-2022,7,7873
03-09-2022,8,7783
03-09-2022,9,7853
03-09-2022,10,7852
03-09-2022,11,7833
03-09-2022,12,7764
03-09-2022,13,7765
03-09-2022,14,7770
03-09-2022,15,7679
03-09-2022,16,7676
03-09-2022,17,7669
03-09-2022,18,7724
03-09-2022,19,7827
03-09-2022,20,7821
03-09-2022,21,7897
03-09-2022,22,8074
03-09-2022,23,8128
03-09-2022,24,8114
03-09-2022,25,8182
03-09-2022,26,8408
03-09-2022,27,8457
03-09-2022,28,8523
03-09-2022,29,8586
03-09-2022,30,8627
03-09-2022,31,8591
03-09-2022,32,8533
03-09-2022,33,8718
03-09-2022,34,8854
03-09-2022,35,8564.5
03-09-2022,36,8939
03-09-2022,37,9033
03-09-2022,38,9297
03-09-2022,39,9392
03-09-2022,40,9286
03-09-2022,41,9420
03-09-2022,42,9434
03-09-2022,43,9460
03-09-2022,44,9536
03-09-2022,45,9468
03-09-2022,46,9514
03-09-2022,47,9593
03-09-2022,48,9678
03-09-2022,49,9688
03-09-2022,50,9766
03-09-2022,51,9745
03-09-2022,52,9647
03-09-2022,53,9358
03-09-2022,54,9403
03-09-2022,55,9418
03-09-2022,56,9322
03-09-2022,57,9042
03-09-2022,58,9143
03-09-2022,59,9168
03-09-2022,60,8586.246094
03-09-2022,61,9000
03-09-2022,62,8888
03-09-2022,63,8776
03-09-2022,64,7993.25
03-09-2022,65,8390
03-09-2022,66,8266
03-09-2022,67,8208
03-09-2022,68,7650.25
03-09-2022,69,7875
03-09-2022,70,7683
03-09-2022,71,7650
03-09-2022,72,7770
03-09-2022,73,7495
03-09-2022,74,7776
03-09-2022,75,8255
03-09-2022,76,8660
03-09-2022,77,8750
03-09-2022,78,8774
03-09-2022,79,8769
03-09-2022,80,8756
03-09-2022,81,8699
03-09-2022,82,8662
03-09-2022,83,8788
03-09-2022,84,8860
03-09-2022,85,8918
03-09-2022,86,8905
03-09-2022,87,8968
03-09-2022,88,8959
03-09-2022,89,8942
03-09-2022,90,9004
03-09-2022,91,8896
03-09-2022,92,8884
03-09-2022,93,8758
03-09-2022,94,8655
03-09-2022,95,8581
03-09-2022,96,8494
03-09-2022,1,6119
03-09-2022,2,5980
03-09-2022,3,5929
03-09-2022,4,5765
03-09-2022,5,5675
03-09-2022,6,5758
03-09-2022,7,5772
03-09-2022,8,5726
03-09-2022,9,5607
03-09-2022,10,5626
03-09-2022,11,5556
03-09-2022,12,5567
03-09-2022,13,5631
03-09-2022,14,5615
03-09-2022,15,5658
03-09-2022,16,5607
03-09-2022,17,5670
03-09-2022,18,5730
03-09-2022,19,5754
03-09-2022,20,5843
03-09-2022,21,5992
03-09-2022,22,6093
03-09-2022,23,6343
03-09-2022,24,6539
03-09-2022,25,6620
03-09-2022,26,7006
03-09-2022,27,7351
03-09-2022,28,7642
03-09-2022,29,7929
03-09-2022,30,8185
03-09-2022,31,8195
03-09-2022,32,8150
03-09-2022,33,8128
03-09-2022,34,8002
03-09-2022,35,7815.75
03-09-2022,36,8188
03-09-2022,37,8545
03-09-2022,38,8646
03-09-2022,39,8676
03-09-2022,40,8957
03-09-2022,41,8716
03-09-2022,42,8652
03-09-2022,43,8679
03-09-2022,44,8520
03-09-2022,45,8532
03-09-2022,46,8590
03-09-2022,47,8505
03-09-2022,48,8404
03-09-2022,49,8058
03-09-2022,50,8197
03-09-2022,51,8047
03-09-2022,52,8104
03-09-2022,53,7802
03-09-2022,54,7735
03-09-2022,55,7831
03-09-2022,56,7853
03-09-2022,57,7826
03-09-2022,58,7917
03-09-2022,59,7825
03-09-2022,60,7569.625
03-09-2022,61,7840
03-09-2022,62,7946
03-09-2022,63,7884
03-09-2022,64,7354.75
03-09-2022,65,7635
03-09-2022,66,7634
03-09-2022,67,7552
03-09-2022,68,7097.25
03-09-2022,69,7207
03-09-2022,70,7174
03-09-2022,71,7102
03-09-2022,72,7130
03-09-2022,73,6923
03-09-2022,74,7145
03-09-2022,75,7550
03-09-2022,76,7816
03-09-2022,77,7905
03-09-2022,78,7882
03-09-2022,79,7818
03-09-2022,80,7729
03-09-2022,81,7632
03-09-2022,82,7560
03-09-2022,83,7389
03-09-2022,84,7333
03-09-2022,85,7303
03-09-2022,86,6945
03-09-2022,87,6789
03-09-2022,88,6592
03-09-2022,89,6698
03-09-2022,90,6578
03-09-2022,91,6486
03-09-2022,92,6271
03-09-2022,93,6108
03-09-2022,94,5897
03-09-2022,95,5809
03-09-2022,96,5709
03-09-2022,1,15266
03-09-2022,2,15144
03-09-2022,3,15081
03-09-2022,4,15175
03-09-2022,5,15130
03-09-2022,6,15163
03-09-2022,7,15129
03-09-2022,8,15026
03-09-2022,9,14902
03-09-2022,10,14860
03-09-2022,11,14896
03-09-2022,12,14803
03-09-2022,13,14723
03-09-2022,14,14687
03-09-2022,15,14567
03-09-2022,16,14576
03-09-2022,17,14560
03-09-2022,18,14561
03-09-2022,19,14591
03-09-2022,20,14655
03-09-2022,21,14729
03-09-2022,22,14889
03-09-2022,23,15145
03-09-2022,24,15271
03-09-2022,25,15126
03-09-2022,26,15410
03-09-2022,27,15659
03-09-2022,28,15802
03-09-2022,29,15899
03-09-2022,30,16067
03-09-2022,31,16195
03-09-2022,32,16141
03-09-2022,33,16080
03-09-2022,34,16580
03-09-2022,35,16034.75
03-09-2022,36,16915
03-09-2022,37,17058
03-09-2022,38,17261
03-09-2022,39,17567
03-09-2022,40,17655
03-09-2022,41,17738
03-09-2022,42,17765
03-09-2022,43,17893
03-09-2022,44,17827
03-09-2022,45,17805
03-09-2022,46,18013
03-09-2022,47,18059
03-09-2022,48,18028
03-09-2022,49,17744
03-09-2022,50,18044
03-09-2022,51,18037
03-09-2022,52,18079
03-09-2022,53,18051
03-09-2022,54,18128
03-09-2022,55,18439
03-09-2022,56,18611
03-09-2022,57,18677
03-09-2022,58,19034
03-09-2022,59,19171
03-09-2022,60,17076.42578
03-09-2022,61,19229
03-09-2022,62,19245
03-09-2022,63,19315
03-09-2022,64,17613.75
03-09-2022,65,19059
03-09-2022,66,18933
03-09-2022,67,18886
03-09-2022,68,17355.25
03-09-2022,69,18678
03-09-2022,70,18489
03-09-2022,71,18268
03-09-2022,72,18156
03-09-2022,73,17818
03-09-2022,74,17645
03-09-2022,75,17523
03-09-2022,76,17517
03-09-2022,77,17462
03-09-2022,78,17544
03-09-2022,79,17426
03-09-2022,80,17161
03-09-2022,81,16749
03-09-2022,82,16561
03-09-2022,83,16331
03-09-2022,84,16239
03-09-2022,85,15916
03-09-2022,86,15874
03-09-2022,87,15814
03-09-2022,88,15727
03-09-2022,89,15956
03-09-2022,90,16109
03-09-2022,91,16142
03-09-2022,92,16107
03-09-2022,93,16016
03-09-2022,94,15950
03-09-2022,95,15908
03-09-2022,96,15891
03-09-2022,1,9336
03-09-2022,2,9016.5
03-09-2022,3,9261
03-09-2022,4,9263
03-09-2022,5,9252
03-09-2022,6,9246
03-09-2022,7,9227
03-09-2022,8,9185
03-09-2022,9,9099
03-09-2022,10,9130
03-09-2022,11,9081
03-09-2022,12,9117
03-09-2022,13,9086
03-09-2022,14,9123
03-09-2022,15,9122
03-09-2022,16,9091
03-09-2022,17,9042
03-09-2022,18,9073
03-09-2022,19,9109
03-09-2022,20,9132
03-09-2022,21,9176
03-09-2022,22,9234
03-09-2022,23,9401
03-09-2022,24,9480
03-09-2022,25,9644
03-09-2022,26,9805
03-09-2022,27,10002
03-09-2022,28,10062
03-09-2022,29,9930
03-09-2022,30,9928
03-09-2022,31,9815
03-09-2022,32,9717
03-09-2022,33,9485
03-09-2022,34,9651
03-09-2022,35,9512.5
03-09-2022,36,9600
03-09-2022,37,9640
03-09-2022,38,9661
03-09-2022,39,9714
03-09-2022,40,9719
03-09-2022,41,9744
03-09-2022,42,9641
03-09-2022,43,9626
03-09-2022,44,9509
03-09-2022,45,9451
03-09-2022,46,9364
03-09-2022,47,9195
03-09-2022,48,9119
03-09-2022,49,8947
03-09-2022,50,8853
03-09-2022,51,8951
03-09-2022,52,8850
03-09-2022,53,8895
03-09-2022,54,8984
03-09-2022,55,8940
03-09-2022,56,8864
03-09-2022,57,8945
03-09-2022,58,8967
03-09-2022,59,8935
03-09-2022,60,8532.625
03-09-2022,61,8870
03-09-2022,62,8837
03-09-2022,63,8869
03-09-2022,64,8673.5
03-09-2022,65,8785
03-09-2022,66,8857
03-09-2022,67,8807
03-09-2022,68,8698
03-09-2022,69,8972
03-09-2022,70,9001
03-09-2022,71,9167
03-09-2022,72,9182
03-09-2022,73,9025
03-09-2022,74,9218
03-09-2022,75,9484
03-09-2022,76,9897
03-09-2022,77,9950
03-09-2022,78,10110
03-09-2022,79,10066
03-09-2022,80,9940
03-09-2022,81,9814
03-09-2022,82,9740
03-09-2022,83,9596
03-09-2022,84,9572
03-09-2022,85,9472
03-09-2022,86,9430
03-09-2022,87,9505
03-09-2022,88,9404
03-09-2022,89,9460
03-09-2022,90,9557
03-09-2022,91,9587
03-09-2022,92,9561
03-09-2022,93,9536
03-09-2022,94,9512
03-09-2022,95,9437
03-09-2022,96,9456
03-09-2022,1,5902
03-09-2022,2,5897
03-09-2022,3,5899
03-09-2022,4,5911
03-09-2022,5,5849
03-09-2022,6,5759
03-09-2022,7,5684
03-09-2022,8,5729
03-09-2022,9,5743
03-09-2022,10,5703
03-09-2022,11,5681
03-09-2022,12,5411
03-09-2022,13,5725
03-09-2022,14,5692
03-09-2022,15,5658
03-09-2022,16,5653
03-09-2022,17,5588
03-09-2022,18,5517
03-09-2022,19,5493
