Date,Block,Demand
01-09-2022,47,2307.875
01-09-2022,48,2471
01-09-2022,49,2422
01-09-2022,50,2440
01-09-2022,51,2386
01-09-2022,52,2411
01-09-2022,53,2369
01-09-2022,54,2390.75
01-09-2022,55,2297
01-09-2022,56,2410
01-09-2022,57,2414
01-09-2022,58,2435
01-09-2022,59,2479
01-09-2022,60,2458
01-09-2022,61,2477
01-09-2022,62,2439
01-09-2022,63,2461
01-09-2022,64,2459
01-09-2022,65,2464
01-09-2022,66,2308.25
01-09-2022,67,2525
01-09-2022,68,2472
01-09-2022,69,2320
01-09-2022,70,2263.5
01-09-2022,71,1861
01-09-2022,72,2085
01-09-2022,73,2146
01-09-2022,74,2135
01-09-2022,75,2105
01-09-2022,76,2216.75
01-09-2022,77,2181
01-09-2022,78,2289
01-09-2022,79,2162
01-09-2022,80,2391
01-09-2022,81,2427
01-09-2022,82,2336
01-09-2022,83,2309
01-09-2022,84,2220
01-09-2022,85,2372
01-09-2022,86,2351
01-09-2022,87,2301
01-09-2022,88,2264
01-09-2022,89,2290
01-09-2022,90,2189
01-09-2022,91,2091
01-09-2022,92,2035
01-09-2022,93,1961
01-09-2022,94,1905
01-09-2022,95,1854
01-09-2022,96,1788
01-09-2022,1,5523
01-09-2022,2,5394
01-09-2022,3,5571
01-09-2022,4,5507
01-09-2022,5,5589
01-09-2022,6,5544
01-09-2022,7,5439
01-09-2022,8,5542
01-09-2022,9,5698
01-09-2022,10,5547
01-09-2022,11,5464
01-09-2022,12,5409
01-09-2022,13,5460
01-09-2022,14,5414
01-09-2022,15,5552
01-09-2022,16,5503
01-09-2022,17,5414
01-09-2022,18,5343
01-09-2022,19,5437
01-09-2022,20,5464
01-09-2022,21,5414
01-09-2022,22,5259
01-09-2022,23,5028
01-09-2022,24,5142
01-09-2022,25,4982
01-09-2022,26,5104
01-09-2022,27,5115
01-09-2022,28,5027
01-09-2022,29,5162
01-09-2022,30,4935.25
01-09-2022,31,5252
01-09-2022,32,5273
01-09-2022,33,5323
01-09-2022,34,5635
01-09-2022,35,5704
01-09-2022,36,5645
01-09-2022,37,5602
01-09-2022,38,5573
01-09-2022,39,5592
01-09-2022,40,5632
01-09-2022,41,5569
01-09-2022,42,5219
01-09-2022,43,5207.5
01-09-2022,44,5716
01-09-2022,45,5669
01-09-2022,46,5411
01-09-2022,47,5254.8125
01-09-2022,48,5277.953125
01-09-2022,49,5699
01-09-2022,50,5611
01-09-2022,51,5657
01-09-2022,52,5833
01-09-2022,53,5806
01-09-2022,54,5250.8125
01-09-2022,55,5231.203125
01-09-2022,56,5791
01-09-2022,57,5808
01-09-2022,58,5890
01-09-2022,59,5999
01-09-2022,60,5826
01-09-2022,61,5982
01-09-2022,62,5945
01-09-2022,63,5942
01-09-2022,64,5929
01-09-2022,65,5839
01-09-2022,66,5402
01-09-2022,67,5203.75
01-09-2022,68,5772
01-09-2022,69,5607
01-09-2022,70,5490
01-09-2022,71,5493
01-09-2022,72,5482
01-09-2022,73,5431
01-09-2022,74,5593
01-09-2022,75,5877
01-09-2022,76,5589.75
01-09-2022,77,5634.5
01-09-2022,78,6175
01-09-2022,79,5955
01-09-2022,80,6060
01-09-2022,81,6021
01-09-2022,82,6098
01-09-2022,83,6127
01-09-2022,84,6248
01-09-2022,85,6096
01-09-2022,86,6041
01-09-2022,87,6168
01-09-2022,88,6147
01-09-2022,89,6035
01-09-2022,90,6289
01-09-2022,91,6246
01-09-2022,92,6251
01-09-2022,93,6150
01-09-2022,94,6099
01-09-2022,95,6044
01-09-2022,96,6077
01-09-2022,1,81
01-09-2022,2,94
01-09-2022,3,95
01-09-2022,4,94
01-09-2022,5,89.8125
01-09-2022,6,92
01-09-2022,7,90
01-09-2022,8,87
01-09-2022,9,84
01-09-2022,10,90
01-09-2022,11,86
01-09-2022,12,89
01-09-2022,13,86
01-09-2022,14,87
01-09-2022,15,86
01-09-2022,16,84.69122314
01-09-2022,17,87
01-09-2022,18,88
01-09-2022,19,89
01-09-2022,20,97
01-09-2022,21,103
01-09-2022,22,120
01-09-2022,23,115
01-09-2022,24,115
01-09-2022,25,153
01-09-2022,26,143
01-09-2022,27,144
01-09-2022,28,147
01-09-2022,29,143
01-09-2022,30,116.75
01-09-2022,31,116.25
01-09-2022,32,147
01-09-2022,33,109.9375
01-09-2022,34,140
01-09-2022,35,136
01-09-2022,36,131
01-09-2022,37,130
01-09-2022,38,133
01-09-2022,39,134
01-09-2022,40,121
01-09-2022,41,122
01-09-2022,42,99
01-09-2022,43,101.5
01-09-2022,44,134
01-09-2022,45,131
01-09-2022,46,130
01-09-2022,47,102.0625
01-09-2022,48,110.65625
01-09-2022,49,132
01-09-2022,50,134
01-09-2022,51,133
01-09-2022,52,141
01-09-2022,53,137
01-09-2022,54,106.9375
01-09-2022,55,112.1875
01-09-2022,56,134
01-09-2022,57,145
01-09-2022,58,146
01-09-2022,59,154
01-09-2022,60,139
01-09-2022,61,140
01-09-2022,62,132
01-09-2022,63,142
01-09-2022,64,138
01-09-2022,65,149
01-09-2022,66,133.5
01-09-2022,67,144
01-09-2022,68,153
01-09-2022,69,154
01-09-2022,70,144
01-09-2022,71,141
01-09-2022,72,155
01-09-2022,73,142.75
01-09-2022,74,154
01-09-2022,75,163
01-09-2022,76,141
01-09-2022,77,158
01-09-2022,78,154
01-09-2022,79,171
01-09-2022,80,158
01-09-2022,81,153
01-09-2022,82,151
01-09-2022,83,145
01-09-2022,84,154
01-09-2022,85,146
01-09-2022,86,143
01-09-2022,87,148
01-09-2022,88,129
01-09-2022,89,107
01-09-2022,90,117
01-09-2022,91,105
01-09-2022,92,109
01-09-2022,93,105
01-09-2022,94,98
01-09-2022,95,95
01-09-2022,96,91
01-09-2022,1,92.5
01-09-2022,2,92.703125
01-09-2022,3,88.02121484
01-09-2022,4,89.703125
01-09-2022,5,89.25
01-09-2022,6,94.75
01-09-2022,7,90.4375
01-09-2022,8,88.625
01-09-2022,9,87.80078125
01-09-2022,10,88.4375
01-09-2022,11,93.34765625
01-09-2022,12,89.91796875
01-09-2022,13,88.34734724
01-09-2022,14,90.61212158
01-09-2022,15,88.9921875
01-09-2022,16,86.84375
01-09-2022,17,85.50422668
01-09-2022,18,88.328125
01-09-2022,19,84.95388772
01-09-2022,20,85.5625
01-09-2022,21,90.90625
01-09-2022,22,89.6875
01-09-2022,23,96.65844727
01-09-2022,24,94.74072266
01-09-2022,25,98.125
01-09-2022,26,99.3125
01-09-2022,27,100.625
01-09-2022,28,109.015625
01-09-2022,29,104.3699341
01-09-2022,30,101.0759442
01-09-2022,31,103.4924316
01-09-2022,32,104.9375
01-09-2022,33,103.1928711
01-09-2022,34,103.609375
01-09-2022,35,103.4535064
01-09-2022,36,100.09375
01-09-2022,37,102.375
01-09-2022,38,100.125
01-09-2022,39,99.47949219
01-09-2022,40,91.89148529
01-09-2022,41,95
01-09-2022,42,96.3762207
01-09-2022,43,97
01-09-2022,44,92
01-09-2022,45,94
01-09-2022,46,97
01-09-2022,47,100.3915959
01-09-2022,48,89
01-09-2022,49,103.3487892
01-09-2022,50,91
01-09-2022,51,92
01-09-2022,52,94
01-09-2022,53,96
01-09-2022,54,112.6324492
01-09-2022,55,95
01-09-2022,56,94
01-09-2022,57,91
01-09-2022,58,97
01-09-2022,59,89
01-09-2022,60,90
01-09-2022,61,101.0507813
01-09-2022,62,102
01-09-2022,63,103
01-09-2022,64,102
01-09-2022,65,101
01-09-2022,66,102.5634155
01-09-2022,67,104
01-09-2022,68,106
01-09-2022,69,109.2404785
01-09-2022,70,111
01-09-2022,71,117
01-09-2022,72,118
01-09-2022,73,128
01-09-2022,74,123
01-09-2022,75,120
01-09-2022,76,124
01-09-2022,77,122
01-09-2022,78,114
01-09-2022,79,122
01-09-2022,80,125
01-09-2022,81,115
01-09-2022,82,124
01-09-2022,83,119.4375
01-09-2022,84,115
01-09-2022,85,114.4428101
01-09-2022,86,122.8811977
01-09-2022,87,108.7841797
01-09-2022,88,107.8398438
01-09-2022,89,102.75
01-09-2022,90,108.1992188
01-09-2022,91,107.6484375
01-09-2022,92,107
01-09-2022,93,115
01-09-2022,94,101
01-09-2022,95,100
01-09-2022,96,98
01-09-2022,1,44
01-09-2022,2,27
01-09-2022,3,35
01-09-2022,4,38
01-09-2022,5,39.75
01-09-2022,6,40.43556197
01-09-2022,7,37
01-09-2022,8,38
01-09-2022,9,37
01-09-2022,10,39.47074048
01-09-2022,11,35
01-09-2022,12,37.38461304
01-09-2022,13,36
01-09-2022,14,34
01-09-2022,15,38.9375
01-09-2022,16,33
01-09-2022,17,36
01-09-2022,18,35
01-09-2022,19,34
01-09-2022,20,38.25
01-09-2022,21,37
01-09-2022,22,41
01-09-2022,23,49.25
01-09-2022,24,52
01-09-2022,25,54
01-09-2022,26,62
01-09-2022,27,67
01-09-2022,28,69
01-09-2022,29,77
01-09-2022,30,77
01-09-2022,31,74
01-09-2022,32,73.83032227
01-09-2022,33,73
01-09-2022,34,82.21331787
01-09-2022,35,76.5
01-09-2022,36,71
01-09-2022,37,72
01-09-2022,38,73
01-09-2022,39,71
01-09-2022,40,73
01-09-2022,41,79
01-09-2022,42,80.25
01-09-2022,43,74
01-09-2022,44,72
01-09-2022,45,74
01-09-2022,46,73
01-09-2022,47,71.48792392
01-09-2022,48,72
01-09-2022,49,70
01-09-2022,50,69
01-09-2022,51,52
01-09-2022,52,50
01-09-2022,53,49
01-09-2022,54,62.4375
01-09-2022,55,48
01-09-2022,56,47
01-09-2022,57,49
01-09-2022,58,50
01-09-2022,59,52
01-09-2022,60,48
01-09-2022,61,75.203125
01-09-2022,62,62
01-09-2022,63,69
01-09-2022,64,70
01-09-2022,65,75
01-09-2022,66,75.0625
01-09-2022,67,78
01-09-2022,68,82
01-09-2022,69,81
01-09-2022,70,82
01-09-2022,71,87
01-09-2022,72,83
01-09-2022,73,95
01-09-2022,74,97
01-09-2022,75,90
01-09-2022,76,85.75
01-09-2022,77,85
01-09-2022,78,86
01-09-2022,79,84
01-09-2022,80,81
01-09-2022,81,68.5
01-09-2022,82,78
01-09-2022,83,73
01-09-2022,84,69
01-09-2022,85,67
01-09-2022,86,64
01-09-2022,87,61
01-09-2022,88,59
01-09-2022,89,56
01-09-2022,90,54
01-09-2022,91,50
01-09-2022,92,48
01-09-2022,93,45
01-09-2022,94,45
01-09-2022,95,44
01-09-2022,96,44.75292969
01-09-2022,1,1767
01-09-2022,2,1741
01-09-2022,3,1706
01-09-2022,4,1704
01-09-2022,5,1672
01-09-2022,6,1641
01-09-2022,7,1630
01-09-2022,8,1764.75
01-09-2022,9,1596
01-09-2022,10,1589
01-09-2022,11,1574
01-09-2022,12,1550
01-09-2022,13,1531
01-09-2022,14,1513
01-09-2022,15,1493
01-09-2022,16,1489
01-09-2022,17,1453
01-09-2022,18,1440
01-09-2022,19,1420
01-09-2022,20,1397
01-09-2022,21,1361
01-09-2022,22,1311
01-09-2022,23,1364.75
01-09-2022,24,1259
01-09-2022,25,1250
01-09-2022,26,1245
01-09-2022,27,1268
01-09-2022,28,1298
01-09-2022,29,1288
01-09-2022,30,1313.5
01-09-2022,31,1321
01-09-2022,32,1304
01-09-2022,33,1318
01-09-2022,34,1320
01-09-2022,35,1324
01-09-2022,36,1311
01-09-2022,37,1352
01-09-2022,38,1369
01-09-2022,39,1393
01-09-2022,40,1382
01-09-2022,41,1403
01-09-2022,42,1407.5
01-09-2022,43,1370
01-09-2022,44,1388
01-09-2022,45,1413
01-09-2022,46,1425
01-09-2022,47,1508.875
01-09-2022,48,1441
01-09-2022,49,1432
01-09-2022,50,1452
01-09-2022,51,1425
01-09-2022,52,1427
01-09-2022,53,1402
01-09-2022,54,1525.5
01-09-2022,55,1430
01-09-2022,56,1429
01-09-2022,57,1426
01-09-2022,58,1404
01-09-2022,59,1435
01-09-2022,60,1434
01-09-2022,61,1455
01-09-2022,62,1460
01-09-2022,63,1473
01-09-2022,64,1471
01-09-2022,65,1461
01-09-2022,66,1547.75
01-09-2022,67,1440
01-09-2022,68,1498
01-09-2022,69,1516
01-09-2022,70,1523
01-09-2022,71,1621
01-09-2022,72,1768
01-09-2022,73,1889
01-09-2022,74,1919
01-09-2022,75,1998
01-09-2022,76,2012
01-09-2022,77,2005
01-09-2022,78,2022
01-09-2022,79,2004
01-09-2022,80,2009
01-09-2022,81,2025
01-09-2022,82,2033
01-09-2022,83,2025
01-09-2022,84,2008
01-09-2022,85,2001
01-09-2022,86,1973
01-09-2022,87,1958
01-09-2022,88,1951
01-09-2022,89,1948
01-09-2022,90,1933
01-09-2022,91,1920
01-09-2022,92,1903
01-09-2022,93,1860
01-09-2022,94,1809
01-09-2022,95,1802
01-09-2022,96,1781
02-09-2022,1,23338
02-09-2022,2,23396
02-09-2022,3,23238
02-09-2022,4,23082
02-09-2022,5,22876
02-09-2022,6,22739
02-09-2022,7,22628
02-09-2022,8,22457
02-09-2022,9,22303
02-09-2022,10,22285
02-09-2022,11,22109
02-09-2022,12,21953
02-09-2022,13,21810
02-09-2022,14,21708
02-09-2022,15,22463.5
02-09-2022,16,21517
02-09-2022,17,21379
02-09-2022,18,21405
02-09-2022,19,21303
02-09-2022,20,21920.5
02-09-2022,21,20105
02-09-2022,22,19561
02-09-2022,23,19462
02-09-2022,24,18932
02-09-2022,25,18129
02-09-2022,26,18009
02-09-2022,27,17741
02-09-2022,28,17335
02-09-2022,29,17233
02-09-2022,30,17648
02-09-2022,31,17957
02-09-2022,32,18375
02-09-2022,33,18497
02-09-2022,34,18923
02-09-2022,35,19209
02-09-2022,36,19295
02-09-2022,37,19776
02-09-2022,38,20190
02-09-2022,39,20314
02-09-2022,40,20135
02-09-2022,41,19985
02-09-2022,42,19849
02-09-2022,43,19378
02-09-2022,44,19388
02-09-2022,45,20302.375
02-09-2022,46,19763
02-09-2022,47,19393
02-09-2022,48,19513
02-09-2022,49,19438
02-09-2022,50,19337
02-09-2022,51,19221
02-09-2022,52,19632
02-09-2022,53,20043
02-09-2022,54,19771
02-09-2022,55,20063
02-09-2022,56,20199
02-09-2022,57,19526
02-09-2022,58,20500.5625
02-09-2022,59,19421
02-09-2022,60,19084
02-09-2022,61,18380
02-09-2022,62,17994
02-09-2022,63,17955
02-09-2022,64,17383
02-09-2022,65,16994
02-09-2022,66,17135
02-09-2022,67,17118
02-09-2022,68,17507
02-09-2022,69,16925
02-09-2022,70,17437
02-09-2022,71,17611
02-09-2022,72,17632
02-09-2022,73,18529
02-09-2022,74,18933
02-09-2022,75,19056
02-09-2022,76,19303
02-09-2022,77,20091
02-09-2022,78,21114
02-09-2022,79,21154
02-09-2022,80,21054
02-09-2022,81,20921
02-09-2022,82,21686
02-09-2022,83,22047
02-09-2022,84,21525
02-09-2022,85,23036.9375
02-09-2022,86,23250.75
02-09-2022,87,21887
02-09-2022,88,23347.875
02-09-2022,89,21610
02-09-2022,90,22333
02-09-2022,91,21893
02-09-2022,92,22267
02-09-2022,93,21815
02-09-2022,94,21840
02-09-2022,95,22522
02-09-2022,96,22515
02-09-2022,1,8136
02-09-2022,2,8032
02-09-2022,3,7977
02-09-2022,4,7957
02-09-2022,5,7870
02-09-2022,6,7879
02-09-2022,7,7797
02-09-2022,8,7755
02-09-2022,9,7617
02-09-2022,10,7657
02-09-2022,11,7664
02-09-2022,12,7630
02-09-2022,13,7595
02-09-2022,14,7579
02-09-2022,15,7394.5
02-09-2022,16,7571
02-09-2022,17,7558
02-09-2022,18,7626
02-09-2022,19,7612
02-09-2022,20,7508.75
02-09-2022,21,7744
02-09-2022,22,7824
02-09-2022,23,7887
02-09-2022,24,7815
02-09-2022,25,7901
02-09-2022,26,8076
02-09-2022,27,8185
02-09-2022,28,8141
02-09-2022,29,8265
02-09-2022,30,8275
02-09-2022,31,8298
02-09-2022,32,8238
02-09-2022,33,8334
02-09-2022,34,8479
02-09-2022,35,8475
02-09-2022,36,8536
02-09-2022,37,8742
02-09-2022,38,8814
02-09-2022,39,8839
02-09-2022,40,8745
02-09-2022,41,8696
02-09-2022,42,8673
02-09-2022,43,8646
02-09-2022,44,8676
02-09-2022,45,8927.125
02-09-2022,46,8758
02-09-2022,47,8813
02-09-2022,48,8875
02-09-2022,49,8936
02-09-2022,50,9019
02-09-2022,51,9031
02-09-2022,52,8900
02-09-2022,53,8735
02-09-2022,54,8677
02-09-2022,55,8602
02-09-2022,56,8702
02-09-2022,57,8489
02-09-2022,58,8519.671875
02-09-2022,59,8498
02-09-2022,60,8588
02-09-2022,61,8527
02-09-2022,62,8513
02-09-2022,63,8409
02-09-2022,64,8294
02-09-2022,65,8073
02-09-2022,66,8107
02-09-2022,67,8029
02-09-2022,68,7985
02-09-2022,69,7627
02-09-2022,70,7572
02-09-2022,71,7535
02-09-2022,72,7593
02-09-2022,73,7432
02-09-2022,74,7722
02-09-2022,75,8185
02-09-2022,76,8410
02-09-2022,77,8649
02-09-2022,78,8446
02-09-2022,79,7998
02-09-2022,80,8106
02-09-2022,81,8509
02-09-2022,82,8539
02-09-2022,83,8521
02-09-2022,84,8719
02-09-2022,85,8548.75
02-09-2022,86,8792
02-09-2022,87,8802
02-09-2022,88,8835
02-09-2022,89,8788
02-09-2022,90,8741
02-09-2022,91,8748
02-09-2022,92,8665
02-09-2022,93,8560
02-09-2022,94,8486
02-09-2022,95,8398
02-09-2022,96,8329
02-09-2022,1,5721
02-09-2022,2,5681
02-09-2022,3,5596
02-09-2022,4,5526
02-09-2022,5,5384
02-09-2022,6,5322
02-09-2022,7,5375
02-09-2022,8,5299
02-09-2022,9,5285
02-09-2022,10,5277
02-09-2022,11,5250
02-09-2022,12,5189
02-09-2022,13,5188
02-09-2022,14,5112
02-09-2022,15,5404.25
02-09-2022,16,5164
02-09-2022,17,5281
02-09-2022,18,5263
02-09-2022,19,5279
02-09-2022,20,5580.75
02-09-2022,21,5476
02-09-2022,22,5631
02-09-2022,23,5843
02-09-2022,24,6025
02-09-2022,25,6283
02-09-2022,26,6698
02-09-2022,27,7081
02-09-2022,28,7517
02-09-2022,29,7736
02-09-2022,30,7853
02-09-2022,31,7933
02-09-2022,32,7960
02-09-2022,33,7784
02-09-2022,34,7774
02-09-2022,35,7840
02-09-2022,36,7841
02-09-2022,37,7907
02-09-2022,38,7971
02-09-2022,39,8067
02-09-2022,40,8102
02-09-2022,41,7939
02-09-2022,42,7989
02-09-2022,43,7810
02-09-2022,44,7917
02-09-2022,45,8256.375
02-09-2022,46,7738
02-09-2022,47,7809
02-09-2022,48,7620
02-09-2022,49,7673
02-09-2022,50,7693
02-09-2022,51,7684
02-09-2022,52,7638
02-09-2022,53,7413
02-09-2022,54,7520
02-09-2022,55,7618
02-09-2022,56,7329
02-09-2022,57,7346
02-09-2022,58,7639
02-09-2022,59,7613
02-09-2022,60,7627
02-09-2022,61,7625
02-09-2022,62,7525
02-09-2022,63,7565
02-09-2022,64,7696
02-09-2022,65,7371
02-09-2022,66,7295
02-09-2022,67,7267
02-09-2022,68,7279
02-09-2022,69,7327
02-09-2022,70,7288
02-09-2022,71,7222
02-09-2022,72,7313
02-09-2022,73,7148
02-09-2022,74,7295
02-09-2022,75,7619
02-09-2022,76,7804
02-09-2022,77,7923
02-09-2022,78,7568
02-09-2022,79,7607
02-09-2022,80,7550
02-09-2022,81,7423
02-09-2022,82,7528
02-09-2022,83,7367
02-09-2022,84,7227
02-09-2022,85,6996.75
02-09-2022,86,6905
02-09-2022,87,6737
02-09-2022,88,6599.1875
02-09-2022,89,6604
02-09-2022,90,6423
02-09-2022,91,6583
02-09-2022,92,6465
02-09-2022,93,6334
02-09-2022,94,6165
02-09-2022,95,6040
02-09-2022,96,6133
02-09-2022,1,14703
02-09-2022,2,14726
02-09-2022,3,14713
02-09-2022,4,14594
02-09-2022,5,14628
02-09-2022,6,14644
02-09-2022,7,14577
02-09-2022,8,14517
02-09-2022,9,14527
02-09-2022,10,14474
02-09-2022,11,14503
02-09-2022,12,14442
02-09-2022,13,14330
02-09-2022,14,14307
02-09-2022,15,13601.5625
02-09-2022,16,14263
02-09-2022,17,14219
02-09-2022,18,14259
02-09-2022,19,14174
02-09-2022,20,13931
02-09-2022,21,14330
02-09-2022,22,14590
02-09-2022,23,14816
02-09-2022,24,14902
02-09-2022,25,14930
02-09-2022,26,15093
02-09-2022,27,15399
02-09-2022,28,15522
02-09-2022,29,15537
02-09-2022,30,15706
02-09-2022,31,15836
02-09-2022,32,15413
02-09-2022,33,15776
02-09-2022,34,16110
02-09-2022,35,16378
02-09-2022,36,16586
02-09-2022,37,16687
02-09-2022,38,16910
02-09-2022,39,17045
02-09-2022,40,16971
02-09-2022,41,16793
02-09-2022,42,17100
02-09-2022,43,17322
02-09-2022,44,17355
02-09-2022,45,16309.6875
02-09-2022,46,17449
02-09-2022,47,17566
02-09-2022,48,17559
02-09-2022,49,17603
02-09-2022,50,17402
02-09-2022,51,17210
02-09-2022,52,17348
02-09-2022,53,17216
02-09-2022,54,15461.59375
02-09-2022,55,17552
02-09-2022,56,17656
02-09-2022,57,17885
02-09-2022,58,16447.75
02-09-2022,59,18138
02-09-2022,60,18131
02-09-2022,61,18191
02-09-2022,62,18142
02-09-2022,63,18044
02-09-2022,64,18061
02-09-2022,65,17953
02-09-2022,66,18426
02-09-2022,67,18275
02-09-2022,68,17799
02-09-2022,69,17708
02-09-2022,70,17525
02-09-2022,71,17446
02-09-2022,72,17398
02-09-2022,73,17235
02-09-2022,74,17168
02-09-2022,75,17093
02-09-2022,76,16992
02-09-2022,77,17008
02-09-2022,78,16994
02-09-2022,79,16890
02-09-2022,80,16630
02-09-2022,81,16303
02-09-2022,82,15990
02-09-2022,83,15842
02-09-2022,84,15787
02-09-2022,85,15237.5
02-09-2022,86,15563
02-09-2022,87,15537
02-09-2022,88,14806.5
02-09-2022,89,15645
02-09-2022,90,15809
02-09-2022,91,15867
02-09-2022,92,15873
02-09-2022,93,15718
02-09-2022,94,15656
02-09-2022,95,15532
02-09-2022,96,14820.75
02-09-2022,1,8839
02-09-2022,2,8790
02-09-2022,3,8755
02-09-2022,4,8690
02-09-2022,5,8661
02-09-2022,6,8618
02-09-2022,7,8622
02-09-2022,8,8610
02-09-2022,9,8635
02-09-2022,10,8512
02-09-2022,11,8535
02-09-2022,12,8580
02-09-2022,13,8547
02-09-2022,14,8497
02-09-2022,15,8498
02-09-2022,16,8508
02-09-2022,17,8542
02-09-2022,18,8494
02-09-2022,19,8457
02-09-2022,20,8720
02-09-2022,21,8550
02-09-2022,22,8638
02-09-2022,23,8790
02-09-2022,24,8937
02-09-2022,25,9097
02-09-2022,26,9329
02-09-2022,27,9493
02-09-2022,28,9567
02-09-2022,29,9555
02-09-2022,30,9439
02-09-2022,31,9446
02-09-2022,32,9361
02-09-2022,33,9293
02-09-2022,34,9283
02-09-2022,35,9371
02-09-2022,36,9350
02-09-2022,37,9245
02-09-2022,38,9284
02-09-2022,39,9238
02-09-2022,40,9236
02-09-2022,41,9161
02-09-2022,42,9174
02-09-2022,43,9135
02-09-2022,44,9110
02-09-2022,45,9030.9375
02-09-2022,46,8961
02-09-2022,47,8840
02-09-2022,48,8803
02-09-2022,49,8458
02-09-2022,50,8640
02-09-2022,51,8657
02-09-2022,52,8671
02-09-2022,53,8608
02-09-2022,54,8564
02-09-2022,55,8582
02-09-2022,56,8639
02-09-2022,57,8611
02-09-2022,58,8495.125
02-09-2022,59,8698
02-09-2022,60,8696
02-09-2022,61,8689
02-09-2022,62,8693
02-09-2022,63,8675
02-09-2022,64,8709
02-09-2022,65,8729
02-09-2022,66,8821
02-09-2022,67,8735
02-09-2022,68,8777
02-09-2022,69,8723
02-09-2022,70,8769
02-09-2022,71,8799
02-09-2022,72,8930
02-09-2022,73,8897
02-09-2022,74,9072
02-09-2022,75,9390
02-09-2022,76,9646
02-09-2022,77,9985
02-09-2022,78,10007
02-09-2022,79,10166
02-09-2022,80,10036
02-09-2022,81,9888
02-09-2022,82,9813
02-09-2022,83,9753
02-09-2022,84,9757
02-09-2022,85,9225.25
02-09-2022,86,9183.5
02-09-2022,87,9588
02-09-2022,88,9157.5
02-09-2022,89,9495
02-09-2022,90,9615
02-09-2022,91,9626
02-09-2022,92,9550
02-09-2022,93,9570
02-09-2022,94,9566
02-09-2022,95,9507
02-09-2022,96,9061.75
02-09-2022,1,5322
02-09-2022,2,5352
02-09-2022,3,5489
02-09-2022,4,5344
02-09-2022,5,5293
02-09-2022,6,5320
02-09-2022,7,5098
02-09-2022,8,5099
02-09-2022,9,5291
02-09-2022,10,5369
02-09-2022,11,5358
02-09-2022,12,5304
02-09-2022,13,5040
02-09-2022,14,5093
02-09-2022,15,5311
02-09-2022,16,5273
02-09-2022,17,5234
02-09-2022,18,5220
02-09-2022,19,5291
02-09-2022,20,5558.5
02-09-2022,21,5247
02-09-2022,22,5121
02-09-2022,23,5045
02-09-2022,24,5009
02-09-2022,25,4838
02-09-2022,26,5105
02-09-2022,27,5220
02-09-2022,28,5165
02-09-2022,29,5100
02-09-2022,30,5122
02-09-2022,31,5032
02-09-2022,32,5006
02-09-2022,33,5012
02-09-2022,34,4957
02-09-2022,35,4914
02-09-2022,36,4913
02-09-2022,37,5052
02-09-2022,38,4964
02-09-2022,39,5067
02-09-2022,40,5209
02-09-2022,41,5131
02-09-2022,42,5049
02-09-2022,43,4913
02-09-2022,44,4780
02-09-2022,45,5160.3125
02-09-2022,46,4957
02-09-2022,47,4972
02-09-2022,48,5010
02-09-2022,49,5047
02-09-2022,50,4955
02-09-2022,51,4974
02-09-2022,52,4999
02-09-2022,53,5004
02-09-2022,54,5066
02-09-2022,55,5012
02-09-2022,56,4964
02-09-2022,57,4988
02-09-2022,58,5089.6875
02-09-2022,59,4989
02-09-2022,60,4984
02-09-2022,61,4871
02-09-2022,62,4742
02-09-2022,63,4726
02-09-2022,64,4744
02-09-2022,65,4692
02-09-2022,66,4661
02-09-2022,67,4605
02-09-2022,68,4498
02-09-2022,69,4567
02-09-2022,70,4596
02-09-2022,71,4701
02-09-2022,72,4826
02-09-2022,73,5082
02-09-2022,74,5303
02-09-2022,75,5561
02-09-2022,76,5788
02-09-2022,77,5829
02-09-2022,78,5921
02-09-2022,79,5830
02-09-2022,80,5959
02-09-2022,81,5989
02-09-2022,82,5957
02-09-2022,83,5987
02-09-2022,84,5996
02-09-2022,85,5581.5
02-09-2022,86,5681.75
02-09-2022,87,5846
02-09-2022,88,5642.0625
02-09-2022,89,5658
02-09-2022,90,5848
02-09-2022,91,5851
02-09-2022,92,5866
02-09-2022,93,5873
02-09-2022,94,5927
02-09-2022,95,5926
02-09-2022,96,5917
02-09-2022,1,18942
02-09-2022,2,18892
02-09-2022,3,18785
02-09-2022,4,18536
02-09-2022,5,18567
02-09-2022,6,18410
02-09-2022,7,18537
02-09-2022,8,18362
02-09-2022,9,18250
02-09-2022,10,18051
02-09-2022,11,18084
02-09-2022,12,17971
02-09-2022,13,17860
02-09-2022,14,18055
02-09-2022,15,17944
02-09-2022,16,18044
02-09-2022,17,18119
02-09-2022,18,18162
02-09-2022,19,18339
02-09-2022,20,19409.75
02-09-2022,21,18849
02-09-2022,22,19056
02-09-2022,23,19275
02-09-2022,24,19574
02-09-2022,25,19947
02-09-2022,26,20319
02-09-2022,27,20313
02-09-2022,28,20420
02-09-2022,29,20247
02-09-2022,30,20268
02-09-2022,31,20238
02-09-2022,32,20218
02-09-2022,33,19840
02-09-2022,34,20124
02-09-2022,35,20098
02-09-2022,36,20165
02-09-2022,37,20189
02-09-2022,38,20260
02-09-2022,39,20393
02-09-2022,40,20583
02-09-2022,41,20593
02-09-2022,42,20919
02-09-2022,43,21139
02-09-2022,44,21142
02-09-2022,45,22095.75
02-09-2022,46,20819
02-09-2022,47,20863
02-09-2022,48,20689
02-09-2022,49,20750
02-09-2022,50,20913
